Indicator,Value,Year,Footnote,Source,Economy,Country Code,Region,Theme,Definition,Unit
"Land, cropped, permanent (%)",1.54573,2013,NULL,Food and Agriculture Organization,Papua New Guinea,PNG,The Pacific,Environment,"Land cultivated with long-term crops which do not have to be replanted for several years (such as cocoa and coffee); land under trees and shrubs producing flowers, such as roses and jasmine; and nurseries (except those for forest trees, which should be classified under ""forest"").",percent
Methane emissions (mt of CO2 equivalent),1839660,1996,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),13662000,1997,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2480120,1998,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1574100,1999,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2000910,2000,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1891230,2001,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2036850,2002,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1679550,2003,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2106860,2004,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1913680,2005,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1956890,2006,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1814820,2007,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),1993820,2008,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2114870,2009,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2100850,2010,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2121858.5,2011,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Methane emissions (mt of CO2 equivalent),2142867,2012,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,Emissions from human activities such as agriculture and from industrial methane production.,metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1676176.2,1996,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),11698222,1997,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1789264.2,1998,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1432758,1999,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1612787.4,2000,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1598790.9,2001,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1659036.3,2002,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1403481.6,2003,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1655207.8,2004,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1377633.8,2005,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1327692.8,2006,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
Nitrous oxide emissions (mt of CO2 equivalent),1252288.4,2007,NULL,World Bank,Papua New Guinea,PNG,The Pacific,Environment,"Emissions from agricultural biomass burning, industrial activities, and livestock management.",metric tons CO2 equivalent
